Time,Voltage
10.105,2.0947265625
10.115,2.0947265625
10.125,2.099609375
10.135,2.099609375
10.145,2.099609375
10.155,2.099609375
10.165,2.1044921875
10.175,2.1044921875
10.185,2.109375
10.195,2.109375
10.205,2.109375
10.215,2.109375
10.225,2.1142578125
10.235,2.119140625
10.246,2.119140625
10.256,2.119140625
10.265,2.1240234375
10.275,2.1240234375
10.285,2.12890625
10.296,2.12890625
10.306,2.12890625
10.316,2.12890625
10.326,2.12890625
10.336,2.12890625
10.345,2.1240234375
10.356,2.1240234375
10.366,2.1240234375
10.376,2.1240234375
10.386,2.12890625
10.396,2.1240234375
10.406,2.1240234375
10.416,2.1240234375
10.426,2.1337890625
10.436,2.12890625
10.446,2.12890625
10.456,2.1337890625
10.466,2.138671875
10.476,2.1435546875
10.486,2.1484375
10.496,2.1484375
10.506,2.1533203125
10.516,2.1533203125
10.526,2.1533203125
10.536,2.1533203125
10.546,2.158203125
10.556,2.158203125
10.566,2.1630859375
10.576,2.1630859375
10.586,2.1533203125
10.596,2.1533203125
10.606,2.158203125
10.616,2.1630859375
10.626,2.1728515625
10.636,2.16796875
10.646,2.177734375
10.656,2.177734375
10.666,2.1826171875
10.676,2.1826171875
10.686,2.1826171875
10.696,2.1826171875
10.706,2.1875
10.716,2.1875
10.726,2.1923828125
10.736,2.1923828125
10.746,2.197265625
10.756,2.197265625
10.766,2.2021484375
10.776,2.1923828125
10.786,2.2021484375
10.796,2.2021484375
10.806,2.20703125
10.816,2.20703125
10.826,2.2119140625
10.836,2.2119140625
10.846,2.216796875
10.856,2.216796875
10.866,2.216796875
10.876,2.216796875
10.886,2.2265625
10.896,2.2216796875
10.906,2.2265625
10.916,2.2265625
10.926,2.2314453125
10.936,2.2265625
10.946,2.236328125
10.956,2.236328125
10.966,2.2412109375
10.977,2.236328125
10.987,2.24609375
10.996,2.24609375
11.006,2.2412109375
11.016,2.236328125
11.027,2.236328125
11.037,2.2314453125
11.047,2.236328125
11.057,2.236328125
11.067,2.24609375
11.077,2.236328125
11.087,2.24609375
11.097,2.2412109375
11.107,2.2509765625
11.117,2.24609375
11.127,2.2509765625
11.137,2.2509765625
11.147,2.255859375
11.157,2.255859375
11.167,2.2607421875
11.177,2.255859375
11.187,2.265625
11.197,2.2607421875
11.207,2.2705078125
11.217,2.2705078125
